,period,timestep,objective,stores,generators
26,2025,2025-02-27 02:00:00,13.035714285714286,1.0,13.035714285714286
27,2025,2025-02-27 03:00:00,13.035714285714286,1.0,13.035714285714286
28,2025,2025-02-27 04:00:00,13.035714285714286,1.0,13.035714285714286
29,2025,2025-02-27 05:00:00,13.035714285714286,1.0,13.035714285714286
30,2025,2025-02-27 06:00:00,13.035714285714286,1.0,13.035714285714286
31,2025,2025-02-27 07:00:00,13.035714285714286,1.0,13.035714285714286
32,2025,2025-02-27 08:00:00,13.035714285714286,1.0,13.035714285714286
33,2025,2025-02-27 09:00:00,13.035714285714286,1.0,13.035714285714286
34,2025,2025-02-27 10:00:00,13.035714285714286,1.0,13.035714285714286
35,2025,2025-02-27 11:00:00,13.035714285714286,1.0,13.035714285714286
36,2025,2025-02-27 12:00:00,13.035714285714286,1.0,13.035714285714286
37,2025,2025-02-27 13:00:00,13.035714285714286,1.0,13.035714285714286
38,2025,2025-02-27 14:00:00,13.035714285714286,1.0,13.035714285714286
39,2025,2025-02-27 15:00:00,13.035714285714286,1.0,13.035714285714286
40,2025,2025-02-27 16:00:00,13.035714285714286,1.0,13.035714285714286
41,2025,2025-02-27 17:00:00,13.035714285714286,1.0,13.035714285714286
42,2025,2025-02-27 18:00:00,13.035714285714286,1.0,13.035714285714286
43,2025,2025-02-27 19:00:00,13.035714285714286,1.0,13.035714285714286
44,2025,2025-02-27 20:00:00,13.035714285714286,1.0,13.035714285714286
45,2025,2025-02-27 21:00:00,13.035714285714286,1.0,13.035714285714286
46,2025,2025-02-27 22:00:00,13.035714285714286,1.0,13.035714285714286
47,2025,2025-02-27 23:00:00,13.035714285714286,1.0,13.035714285714286
48,2025,2025-02-28 00:00:00,13.035714285714286,1.0,13.035714285714286
49,2025,2025-02-28 01:00:00,13.035714285714286,1.0,13.035714285714286
50,2025,2025-02-28 02:00:00,13.035714285714286,1.0,13.035714285714286
51,2025,2025-02-28 03:00:00,13.035714285714286,1.0,13.035714285714286
52,2025,2025-02-28 04:00:00,13.035714285714286,1.0,13.035714285714286
53,2025,2025-02-28 05:00:00,13.035714285714286,1.0,13.035714285714286
54,2025,2025-02-28 06:00:00,13.035714285714286,1.0,13.035714285714286
55,2025,2025-02-28 07:00:00,13.035714285714286,1.0,13.035714285714286
56,2025,2025-02-28 08:00:00,13.035714285714286,1.0,13.035714285714286
57,2025,2025-02-28 09:00:00,13.035714285714286,1.0,13.035714285714286
58,2025,2025-02-28 10:00:00,13.035714285714286,1.0,13.035714285714286
59,2025,2025-02-28 11:00:00,13.035714285714286,1.0,13.035714285714286
60,2025,2025-02-28 12:00:00,13.035714285714286,1.0,13.035714285714286
61,2025,2025-02-28 13:00:00,13.035714285714286,1.0,13.035714285714286
62,2025,2025-02-28 14:00:00,13.035714285714286,1.0,13.035714285714286
63,2025,2025-02-28 15:00:00,13.035714285714286,1.0,13.035714285714286
64,2025,2025-02-28 16:00:00,13.035714285714286,1.0,13.035714285714286
65,2025,2025-02-28 17:00:00,13.035714285714286,1.0,13.035714285714286
66,2025,2025-02-28 18:00:00,13.035714285714286,1.0,13.035714285714286
67,2025,2025-02-28 19:00:00,13.035714285714286,1.0,13.035714285714286
68,2025,2025-02-28 20:00:00,13.035714285714286,1.0,13.035714285714286
69,2025,2025-02-28 21:00:00,13.035714285714286,1.0,13.035714285714286
70,2025,2025-02-28 22:00:00,13.035714285714286,1.0,13.035714285714286
71,2025,2025-02-28 23:00:00,13.035714285714286,1.0,13.035714285714286
72,2025,2025-03-01 00:00:00,13.035714285714286,1.0,13.035714285714286
73,2025,2025-03-01 01:00:00,13.035714285714286,1.0,13.035714285714286
74,2025,2025-03-01 02:00:00,13.035714285714286,1.0,13.035714285714286
75,2025,2025-03-01 03:00:00,13.035714285714286,1.0,13.035714285714286
76,2025,2025-03-01 04:00:00,13.035714285714286,1.0,13.035714285714286
77,2025,2025-03-01 05:00:00,13.035714285714286,1.0,13.035714285714286
78,2025,2025-03-01 06:00:00,13.035714285714286,1.0,13.035714285714286
79,2025,2025-03-01 07:00:00,13.035714285714286,1.0,13.035714285714286
80,2025,2025-03-01 08:00:00,13.035714285714286,1.0,13.035714285714286
81,2025,2025-03-01 09:00:00,13.035714285714286,1.0,13.035714285714286
82,2025,2025-03-01 10:00:00,13.035714285714286,1.0,13.035714285714286
83,2025,2025-03-01 11:00:00,13.035714285714286,1.0,13.035714285714286
84,2025,2025-03-01 12:00:00,13.035714285714286,1.0,13.035714285714286
85,2025,2025-03-01 13:00:00,13.035714285714286,1.0,13.035714285714286
86,2025,2025-03-01 14:00:00,13.035714285714286,1.0,13.035714285714286
87,2025,2025-03-01 15:00:00,13.035714285714286,1.0,13.035714285714286
88,2025,2025-03-01 16:00:00,13.035714285714286,1.0,13.035714285714286
89,2025,2025-03-01 17:00:00,13.035714285714286,1.0,13.035714285714286
90,2025,2025-03-01 18:00:00,13.035714285714286,1.0,13.035714285714286
91,2025,2025-03-01 19:00:00,13.035714285714286,1.0,13.035714285714286
92,2025,2025-03-01 20:00:00,13.035714285714286,1.0,13.035714285714286
93,2025,2025-03-01 21:00:00,13.035714285714286,1.0,13.035714285714286
94,2025,2025-03-01 22:00:00,13.035714285714286,1.0,13.035714285714286
95,2025,2025-03-01 23:00:00,13.035714285714286,1.0,13.035714285714286
96,2025,2025-03-02 00:00:00,13.035714285714286,1.0,13.035714285714286
97,2025,2025-03-02 01:00:00,13.035714285714286,1.0,13.035714285714286
98,2025,2025-03-02 02:00:00,13.035714285714286,1.0,13.035714285714286
99,2025,2025-03-02 03:00:00,13.035714285714286,1.0,13.035714285714286
100,2025,2025-03-02 04:00:00,13.035714285714286,1.0,13.035714285714286
101,2025,2025-03-02 05:00:00,13.035714285714286,1.0,13.035714285714286
102,2025,2025-03-02 06:00:00,13.035714285714286,1.0,13.035714285714286
103,2025,2025-03-02 07:00:00,13.035714285714286,1.0,13.035714285714286
104,2025,2025-03-02 08:00:00,13.035714285714286,1.0,13.035714285714286
105,2025,2025-03-02 09:00:00,13.035714285714286,1.0,13.035714285714286
106,2025,2025-03-02 10:00:00,13.035714285714286,1.0,13.035714285714286
107,2025,2025-03-02 11:00:00,13.035714285714286,1.0,13.035714285714286
108,2025,2025-03-02 12:00:00,13.035714285714286,1.0,13.035714285714286
109,2025,2025-03-02 13:00:00,13.035714285714286,1.0,13.035714285714286
110,2025,2025-03-02 14:00:00,13.035714285714286,1.0,13.035714285714286
111,2025,2025-03-02 15:00:00,13.035714285714286,1.0,13.035714285714286
112,2025,2025-03-02 16:00:00,13.035714285714286,1.0,13.035714285714286
113,2025,2025-03-02 17:00:00,13.035714285714286,1.0,13.035714285714286
114,2025,2025-03-02 18:00:00,13.035714285714286,1.0,13.035714285714286
115,2025,2025-03-02 19:00:00,13.035714285714286,1.0,13.035714285714286
116,2025,2025-03-02 20:00:00,13.035714285714286,1.0,13.035714285714286
117,2025,2025-03-02 21:00:00,13.035714285714286,1.0,13.035714285714286
118,2025,2025-03-02 22:00:00,13.035714285714286,1.0,13.035714285714286
119,2025,2025-03-02 23:00:00,13.035714285714286,1.0,13.035714285714286
120,2025,2025-03-03 00:00:00,13.035714285714286,1.0,13.035714285714286
121,2025,2025-03-03 01:00:00,13.035714285714286,1.0,13.035714285714286
122,2025,2025-03-03 02:00:00,13.035714285714286,1.0,13.035714285714286
123,2025,2025-03-03 03:00:00,13.035714285714286,1.0,13.035714285714286
124,2025,2025-03-03 04:00:00,13.035714285714286,1.0,13.035714285714286
125,2025,2025-03-03 05:00:00,13.035714285714286,1.0,13.035714285714286
126,2025,2025-03-03 06:00:00,13.035714285714286,1.0,13.035714285714286
127,2025,2025-03-03 07:00:00,13.035714285714286,1.0,13.035714285714286
128,2025,2025-03-03 08:00:00,13.035714285714286,1.0,13.035714285714286
129,2025,2025-03-03 09:00:00,13.035714285714286,1.0,13.035714285714286
130,2025,2025-03-03 10:00:00,13.035714285714286,1.0,13.035714285714286
131,2025,2025-03-03 11:00:00,13.035714285714286,1.0,13.035714285714286
132,2025,2025-03-03 12:00:00,13.035714285714286,1.0,13.035714285714286
133,2025,2025-03-03 13:00:00,13.035714285714286,1.0,13.035714285714286
134,2025,2025-03-03 14:00:00,13.035714285714286,1.0,13.035714285714286
135,2025,2025-03-03 15:00:00,13.035714285714286,1.0,13.035714285714286
136,2025,2025-03-03 16:00:00,13.035714285714286,1.0,13.035714285714286
137,2025,2025-03-03 17:00:00,13.035714285714286,1.0,13.035714285714286
138,2025,2025-03-03 18:00:00,13.035714285714286,1.0,13.035714285714286
139,2025,2025-03-03 19:00:00,13.035714285714286,1.0,13.035714285714286
140,2025,2025-03-03 20:00:00,13.035714285714286,1.0,13.035714285714286
141,2025,2025-03-03 21:00:00,13.035714285714286,1.0,13.035714285714286
142,2025,2025-03-03 22:00:00,13.035714285714286,1.0,13.035714285714286
143,2025,2025-03-03 23:00:00,13.035714285714286,1.0,13.035714285714286
144,2025,2025-03-04 00:00:00,13.035714285714286,1.0,13.035714285714286
145,2025,2025-03-04 01:00:00,13.035714285714286,1.0,13.035714285714286
146,2025,2025-03-04 02:00:00,13.035714285714286,1.0,13.035714285714286
147,2025,2025-03-04 03:00:00,13.035714285714286,1.0,13.035714285714286
148,2025,2025-03-04 04:00:00,13.035714285714286,1.0,13.035714285714286
149,2025,2025-03-04 05:00:00,13.035714285714286,1.0,13.035714285714286
150,2025,2025-03-04 06:00:00,13.035714285714286,1.0,13.035714285714286
151,2025,2025-03-04 07:00:00,13.035714285714286,1.0,13.035714285714286
152,2025,2025-03-04 08:00:00,13.035714285714286,1.0,13.035714285714286
153,2025,2025-03-04 09:00:00,13.035714285714286,1.0,13.035714285714286
154,2025,2025-03-04 10:00:00,13.035714285714286,1.0,13.035714285714286
155,2025,2025-03-04 11:00:00,13.035714285714286,1.0,13.035714285714286
156,2025,2025-03-04 12:00:00,13.035714285714286,1.0,13.035714285714286
157,2025,2025-03-04 13:00:00,13.035714285714286,1.0,13.035714285714286
158,2025,2025-03-04 14:00:00,13.035714285714286,1.0,13.035714285714286
159,2025,2025-03-04 15:00:00,13.035714285714286,1.0,13.035714285714286
160,2025,2025-03-04 16:00:00,13.035714285714286,1.0,13.035714285714286
161,2025,2025-03-04 17:00:00,13.035714285714286,1.0,13.035714285714286
162,2025,2025-03-04 18:00:00,13.035714285714286,1.0,13.035714285714286
163,2025,2025-03-04 19:00:00,13.035714285714286,1.0,13.035714285714286
164,2025,2025-03-04 20:00:00,13.035714285714286,1.0,13.035714285714286
165,2025,2025-03-04 21:00:00,13.035714285714286,1.0,13.035714285714286
166,2025,2025-03-04 22:00:00,13.035714285714286,1.0,13.035714285714286
167,2025,2025-03-04 23:00:00,13.035714285714286,1.0,13.035714285714286
168,2025,2025-05-14 00:00:00,13.035714285714286,1.0,13.035714285714286
169,2025,2025-05-14 01:00:00,13.035714285714286,1.0,13.035714285714286
170,2025,2025-05-14 02:00:00,13.035714285714286,1.0,13.035714285714286
171,2025,2025-05-14 03:00:00,13.035714285714286,1.0,13.035714285714286
172,2025,2025-05-14 04:00:00,13.035714285714286,1.0,13.035714285714286
173,2025,2025-05-14 05:00:00,13.035714285714286,1.0,13.035714285714286
174,2025,2025-05-14 06:00:00,13.035714285714286,1.0,13.035714285714286
175,2025,2025-05-14 07:00:00,13.035714285714286,1.0,13.035714285714286
176,2025,2025-05-14 08:00:00,13.035714285714286,1.0,13.035714285714286
177,2025,2025-05-14 09:00:00,13.035714285714286,1.0,13.035714285714286
178,2025,2025-05-14 10:00:00,13.035714285714286,1.0,13.035714285714286
179,2025,2025-05-14 11:00:00,13.035714285714286,1.0,13.035714285714286
180,2025,2025-05-14 12:00:00,13.035714285714286,1.0,13.035714285714286
181,2025,2025-05-14 13:00:00,13.035714285714286,1.0,13.035714285714286
182,2025,2025-05-14 14:00:00,13.035714285714286,1.0,13.035714285714286
183,2025,2025-05-14 15:00:00,13.035714285714286,1.0,13.035714285714286
184,2025,2025-05-14 16:00:00,13.035714285714286,1.0,13.035714285714286
185,2025,2025-05-14 17:00:00,13.035714285714286,1.0,13.035714285714286
186,2025,2025-05-14 18:00:00,13.035714285714286,1.0,13.035714285714286
187,2025,2025-05-14 19:00:00,13.035714285714286,1.0,13.035714285714286
188,2025,2025-05-14 20:00:00,13.035714285714286,1.0,13.035714285714286
189,2025,2025-05-14 21:00:00,13.035714285714286,1.0,13.035714285714286
190,2025,2025-05-14 22:00:00,13.035714285714286,1.0,13.035714285714286
191,2025,2025-05-14 23:00:00,13.035714285714286,1.0,13.035714285714286
192,2025,2025-05-15 00:00:00,13.035714285714286,1.0,13.035714285714286
193,2025,2025-05-15 01:00:00,13.035714285714286,1.0,13.035714285714286
194,2025,2025-05-15 02:00:00,13.035714285714286,1.0,13.035714285714286
195,2025,2025-05-15 03:00:00,13.035714285714286,1.0,13.035714285714286
196,2025,2025-05-15 04:00:00,13.035714285714286,1.0,13.035714285714286
197,2025,2025-05-15 05:00:00,13.035714285714286,1.0,13.035714285714286
198,2025,2025-05-15 06:00:00,13.035714285714286,1.0,13.035714285714286
199,2025,2025-05-15 07:00:00,13.035714285714286,1.0,13.035714285714286
200,2025,2025-05-15 08:00:00,13.035714285714286,1.0,13.035714285714286
201,2025,2025-05-15 09:00:00,13.035714285714286,1.0,13.035714285714286
202,2025,2025-05-15 10:00:00,13.035714285714286,1.0,13.035714285714286
203,2025,2025-05-15 11:00:00,13.035714285714286,1.0,13.035714285714286
204,2025,2025-05-15 12:00:00,13.035714285714286,1.0,13.035714285714286
205,2025,2025-05-15 13:00:00,13.035714285714286,1.0,13.035714285714286
206,2025,2025-05-15 14:00:00,13.035714285714286,1.0,13.035714285714286
207,2025,2025-05-15 15:00:00,13.035714285714286,1.0,13.035714285714286
208,2025,2025-05-15 16:00:00,13.035714285714286,1.0,13.035714285714286
209,2025,2025-05-15 17:00:00,13.035714285714286,1.0,13.035714285714286
210,2025,2025-05-15 18:00:00,13.035714285714286,1.0,13.035714285714286
211,2025,2025-05-15 19:00:00,13.035714285714286,1.0,13.035714285714286
212,2025,2025-05-15 20:00:00,13.035714285714286,1.0,13.035714285714286
213,2025,2025-05-15 21:00:00,13.035714285714286,1.0,13.035714285714286
214,2025,2025-05-15 22:00:00,13.035714285714286,1.0,13.035714285714286
215,2025,2025-05-15 23:00:00,13.035714285714286,1.0,13.035714285714286
216,2025,2025-05-16 00:00:00,13.035714285714286,1.0,13.035714285714286
217,2025,2025-05-16 01:00:00,13.035714285714286,1.0,13.035714285714286
218,2025,2025-05-16 02:00:00,13.035714285714286,1.0,13.035714285714286
219,2025,2025-05-16 03:00:00,13.035714285714286,1.0,13.035714285714286
220,2025,2025-05-16 04:00:00,13.035714285714286,1.0,13.035714285714286
221,2025,2025-05-16 05:00:00,13.035714285714286,1.0,13.035714285714286
222,2025,2025-05-16 06:00:00,13.035714285714286,1.0,13.035714285714286
223,2025,2025-05-16 07:00:00,13.035714285714286,1.0,13.035714285714286
224,2025,2025-05-16 08:00:00,13.035714285714286,1.0,13.035714285714286
225,2025,2025-05-16 09:00:00,13.035714285714286,1.0,13.035714285714286
226,2025,2025-05-16 10:00:00,13.035714285714286,1.0,13.035714285714286
227,2025,2025-05-16 11:00:00,13.035714285714286,1.0,13.035714285714286
228,2025,2025-05-16 12:00:00,13.035714285714286,1.0,13.035714285714286
229,2025,2025-05-16 13:00:00,13.035714285714286,1.0,13.035714285714286
230,2025,2025-05-16 14:00:00,13.035714285714286,1.0,13.035714285714286
231,2025,2025-05-16 15:00:00,13.035714285714286,1.0,13.035714285714286
232,2025,2025-05-16 16:00:00,13.035714285714286,1.0,13.035714285714286
233,2025,2025-05-16 17:00:00,13.035714285714286,1.0,13.035714285714286
234,2025,2025-05-16 18:00:00,13.035714285714286,1.0,13.035714285714286
235,2025,2025-05-16 19:00:00,13.035714285714286,1.0,13.035714285714286
236,2025,2025-05-16 20:00:00,13.035714285714286,1.0,13.035714285714286
237,2025,2025-05-16 21:00:00,13.035714285714286,1.0,13.035714285714286
238,2025,2025-05-16 22:00:00,13.035714285714286,1.0,13.035714285714286
239,2025,2025-05-16 23:00:00,13.035714285714286,1.0,13.035714285714286
240,2025,2025-05-17 00:00:00,13.035714285714286,1.0,13.035714285714286
241,2025,2025-05-17 01:00:00,13.035714285714286,1.0,13.035714285714286
242,2025,2025-05-17 02:00:00,13.035714285714286,1.0,13.035714285714286
243,2025,2025-05-17 03:00:00,13.035714285714286,1.0,13.035714285714286
244,2025,2025-05-17 04:00:00,13.035714285714286,1.0,13.035714285714286
245,2025,2025-05-17 05:00:00,13.035714285714286,1.0,13.035714285714286
246,2025,2025-05-17 06:00:00,13.035714285714286,1.0,13.035714285714286
247,2025,2025-05-17 07:00:00,13.035714285714286,1.0,13.035714285714286
248,2025,2025-05-17 08:00:00,13.035714285714286,1.0,13.035714285714286
249,2025,2025-05-17 09:00:00,13.035714285714286,1.0,13.035714285714286
250,2025,2025-05-17 10:00:00,13.035714285714286,1.0,13.035714285714286
251,2025,2025-05-17 11:00:00,13.035714285714286,1.0,13.035714285714286
252,2025,2025-05-17 12:00:00,13.035714285714286,1.0,13.035714285714286
253,2025,2025-05-17 13:00:00,13.035714285714286,1.0,13.035714285714286
254,2025,2025-05-17 14:00:00,13.035714285714286,1.0,13.035714285714286
255,2025,2025-05-17 15:00:00,13.035714285714286,1.0,13.035714285714286
256,2025,2025-05-17 16:00:00,13.035714285714286,1.0,13.035714285714286
257,2025,2025-05-17 17:00:00,13.035714285714286,1.0,13.035714285714286
258,2025,2025-05-17 18:00:00,13.035714285714286,1.0,13.035714285714286
259,2025,2025-05-17 19:00:00,13.035714285714286,1.0,13.035714285714286
260,2025,2025-05-17 20:00:00,13.035714285714286,1.0,13.035714285714286
261,2025,2025-05-17 21:00:00,13.035714285714286,1.0,13.035714285714286
262,2025,2025-05-17 22:00:00,13.035714285714286,1.0,13.035714285714286
263,2025,2025-05-17 23:00:00,13.035714285714286,1.0,13.035714285714286
264,2025,2025-05-18 00:00:00,13.035714285714286,1.0,13.035714285714286
265,2025,2025-05-18 01:00:00,13.035714285714286,1.0,13.035714285714286
266,2025,2025-05-18 02:00:00,13.035714285714286,1.0,13.035714285714286
267,2025,2025-05-18 03:00:00,13.035714285714286,1.0,13.035714285714286
268,2025,2025-05-18 04:00:00,13.035714285714286,1.0,13.035714285714286
269,2025,2025-05-18 05:00:00,13.035714285714286,1.0,13.035714285714286
270,2025,2025-05-18 06:00:00,13.035714285714286,1.0,13.035714285714286
271,2025,2025-05-18 07:00:00,13.035714285714286,1.0,13.035714285714286
272,2025,2025-05-18 08:00:00,13.035714285714286,1.0,13.035714285714286
273,2025,2025-05-18 09:00:00,13.035714285714286,1.0,13.035714285714286
274,2025,2025-05-18 10:00:00,13.035714285714286,1.0,13.035714285714286
275,2025,2025-05-18 11:00:00,13.035714285714286,1.0,13.035714285714286
276,2025,2025-05-18 12:00:00,13.035714285714286,1.0,13.035714285714286
277,2025,2025-05-18 13:00:00,13.035714285714286,1.0,13.035714285714286
278,2025,2025-05-18 14:00:00,13.035714285714286,1.0,13.035714285714286
279,2025,2025-05-18 15:00:00,13.035714285714286,1.0,13.035714285714286
280,2025,2025-05-18 16:00:00,13.035714285714286,1.0,13.035714285714286
281,2025,2025-05-18 17:00:00,13.035714285714286,1.0,13.035714285714286
282,2025,2025-05-18 18:00:00,13.035714285714286,1.0,13.035714285714286
283,2025,2025-05-18 19:00:00,13.035714285714286,1.0,13.035714285714286
284,2025,2025-05-18 20:00:00,13.035714285714286,1.0,13.035714285714286
285,2025,2025-05-18 21:00:00,13.035714285714286,1.0,13.035714285714286
286,2025,2025-05-18 22:00:00,13.035714285714286,1.0,13.035714285714286
287,2025,2025-05-18 23:00:00,13.035714285714286,1.0,13.035714285714286
288,2025,2025-05-19 00:00:00,13.035714285714286,1.0,13.035714285714286
289,2025,2025-05-19 01:00:00,13.035714285714286,1.0,13.035714285714286
290,2025,2025-05-19 02:00:00,13.035714285714286,1.0,13.035714285714286
291,2025,2025-05-19 03:00:00,13.035714285714286,1.0,13.035714285714286
292,2025,2025-05-19 04:00:00,13.035714285714286,1.0,13.035714285714286
293,2025,2025-05-19 05:00:00,13.035714285714286,1.0,13.035714285714286
294,2025,2025-05-19 06:00:00,13.035714285714286,1.0,13.035714285714286
295,2025,2025-05-19 07:00:00,13.035714285714286,1.0,13.035714285714286
296,2025,2025-05-19 08:00:00,13.035714285714286,1.0,13.035714285714286
297,2025,2025-05-19 09:00:00,13.035714285714286,1.0,13.035714285714286
298,2025,2025-05-19 10:00:00,13.035714285714286,1.0,13.035714285714286
299,2025,2025-05-19 11:00:00,13.035714285714286,1.0,13.035714285714286
300,2025,2025-05-19 12:00:00,13.035714285714286,1.0,13.035714285714286
301,2025,2025-05-19 13:00:00,13.035714285714286,1.0,13.035714285714286
302,2025,2025-05-19 14:00:00,13.035714285714286,1.0,13.035714285714286
303,2025,2025-05-19 15:00:00,13.035714285714286,1.0,13.035714285714286
304,2025,2025-05-19 16:00:00,13.035714285714286,1.0,13.035714285714286
305,2025,2025-05-19 17:00:00,13.035714285714286,1.0,13.035714285714286
306,2025,2025-05-19 18:00:00,13.035714285714286,1.0,13.035714285714286
307,2025,2025-05-19 19:00:00,13.035714285714286,1.0,13.035714285714286
308,2025,2025-05-19 20:00:00,13.035714285714286,1.0,13.035714285714286
309,2025,2025-05-19 21:00:00,13.035714285714286,1.0,13.035714285714286
310,2025,2025-05-19 22:00:00,13.035714285714286,1.0,13.035714285714286
311,2025,2025-05-19 23:00:00,13.035714285714286,1.0,13.035714285714286
312,2025,2025-05-20 00:00:00,13.035714285714286,1.0,13.035714285714286
313,2025,2025-05-20 01:00:00,13.035714285714286,1.0,13.035714285714286
314,2025,2025-05-20 02:00:00,13.035714285714286,1.0,13.035714285714286
315,2025,2025-05-20 03:00:00,13.035714285714286,1.0,13.035714285714286
316,2025,2025-05-20 04:00:00,13.035714285714286,1.0,13.035714285714286
317,2025,2025-05-20 05:00:00,13.035714285714286,1.0,13.035714285714286
318,2025,2025-05-20 06:00:00,13.035714285714286,1.0,13.035714285714286
319,2025,2025-05-20 07:00:00,13.035714285714286,1.0,13.035714285714286
320,2025,2025-05-20 08:00:00,13.035714285714286,1.0,13.035714285714286
321,2025,2025-05-20 09:00:00,13.035714285714286,1.0,13.035714285714286
322,2025,2025-05-20 10:00:00,13.035714285714286,1.0,13.035714285714286
323,2025,2025-05-20 11:00:00,13.035714285714286,1.0,13.035714285714286
324,2025,2025-05-20 12:00:00,13.035714285714286,1.0,13.035714285714286
325,2025,2025-05-20 13:00:00,13.035714285714286,1.0,13.035714285714286
326,2025,2025-05-20 14:00:00,13.035714285714286,1.0,13.035714285714286
327,2025,2025-05-20 15:00:00,13.035714285714286,1.0,13.035714285714286
328,2025,2025-05-20 16:00:00,13.035714285714286,1.0,13.035714285714286
329,2025,2025-05-20 17:00:00,13.035714285714286,1.0,13.035714285714286
330,2025,2025-05-20 18:00:00,13.035714285714286,1.0,13.035714285714286
331,2025,2025-05-20 19:00:00,13.035714285714286,1.0,13.035714285714286
332,2025,2025-05-20 20:00:00,13.035714285714286,1.0,13.035714285714286
333,2025,2025-05-20 21:00:00,13.035714285714286,1.0,13.035714285714286
334,2025,2025-05-20 22:00:00,13.035714285714286,1.0,13.035714285714286
335,2025,2025-05-20 23:00:00,13.035714285714286,1.0,13.035714285714286
336,2025,2025-08-22 00:00:00,13.035714285714286,1.0,13.035714285714286
337,2025,2025-08-22 01:00:00,13.035714285714286,1.0,13.035714285714286
338,2025,2025-08-22 02:00:00,13.035714285714286,1.0,13.035714285714286
339,2025,2025-08-22 03:00:00,13.035714285714286,1.0,13.035714285714286
340,2025,2025-08-22 04:00:00,13.035714285714286,1.0,13.035714285714286
341,2025,2025-08-22 05:00:00,13.035714285714286,1.0,13.035714285714286
342,2025,2025-08-22 06:00:00,13.035714285714286,1.0,13.035714285714286
343,2025,2025-08-22 07:00:00,13.035714285714286,1.0,13.035714285714286
344,2025,2025-08-22 08:00:00,13.035714285714286,1.0,13.035714285714286
345,2025,2025-08-22 09:00:00,13.035714285714286,1.0,13.035714285714286
346,2025,2025-08-22 10:00:00,13.035714285714286,1.0,13.035714285714286
347,2025,2025-08-22 11:00:00,13.035714285714286,1.0,13.035714285714286
348,2025,2025-08-22 12:00:00,13.035714285714286,1.0,13.035714285714286
349,2025,2025-08-22 13:00:00,13.035714285714286,1.0,13.035714285714286
350,2025,2025-08-22 14:00:00,13.035714285714286,1.0,13.035714285714286
351,2025,2025-08-22 15:00:00,13.035714285714286,1.0,13.035714285714286
352,2025,2025-08-22 16:00:00,13.035714285714286,1.0,13.035714285714286
353,2025,2025-08-22 17:00:00,13.035714285714286,1.0,13.035714285714286
354,2025,2025-08-22 18:00:00,13.035714285714286,1.0,13.035714285714286
355,2025,2025-08-22 19:00:00,13.035714285714286,1.0,13.035714285714286
356,2025,2025-08-22 20:00:00,13.035714285714286,1.0,13.035714285714286
357,2025,2025-08-22 21:00:00,13.035714285714286,1.0,13.035714285714286
358,2025,2025-08-22 22:00:00,13.035714285714286,1.0,13.035714285714286
359,2025,2025-08-22 23:00:00,13.035714285714286,1.0,13.035714285714286
360,2025,2025-08-23 00:00:00,13.035714285714286,1.0,13.035714285714286
361,2025,2025-08-23 01:00:00,13.035714285714286,1.0,13.035714285714286
362,2025,2025-08-23 02:00:00,13.035714285714286,1.0,13.035714285714286
363,2025,2025-08-23 03:00:00,13.035714285714286,1.0,13.035714285714286
364,2025,2025-08-23 04:00:00,13.035714285714286,1.0,13.035714285714286
365,2025,2025-08-23 05:00:00,13.035714285714286,1.0,13.035714285714286
366,2025,2025-08-23 06:00:00,13.035714285714286,1.0,13.035714285714286
