name,r_per_length,x_per_length,c_per_length,i_nom,cross_section,references
3x468/24-A1F/UHST-261,0.022,0.28,13.0,2.81458,468.0,PSE-SF.Linia 400kV.0 PL/2024v1 & JAO Static Grid Model v6
