,PL electricity HMV final use HMV 2025,PL electricity LV final use LV 2025
514,10138.972602739726,7356.4726027397255
515,10056.986301369865,7296.986301369863
516,10011.438356164384,7263.938356164383
517,9719.931506849316,7052.431506849314
518,9537.739726027397,6920.2397260273965
519,9537.739726027397,6920.2397260273965
520,9874.794520547946,7164.7945205479455
521,10357.602739726028,7515.102739726027
522,10257.397260273972,7442.397260273971
523,9883.90410958904,7171.404109589041
524,9228.013698630137,6695.513698630136
525,8672.328767123288,6292.328767123287
526,8134.86301369863,5902.36301369863
527,7588.287671232877,5505.787671232876
528,7233.013698630138,5248.013698630137
529,7032.602739726028,5102.602739726027
530,6987.054794520548,5069.554794520548
531,6923.287671232877,5023.287671232876
532,6950.6164383561645,5043.1164383561645
533,7050.82191780822,5115.821917808219
534,7105.479452054795,5155.479452054795
535,7551.8493150684935,5479.349315068493
536,8034.657534246576,5829.657534246575
537,8380.82191780822,6080.821917808219
538,8626.780821917808,6259.280821917808
539,8681.438356164384,6298.938356164383
540,8690.547945205479,6305.547945205479
541,8654.109589041096,6279.109589041095
542,8490.136986301372,6160.13698630137
543,8389.931506849316,6087.431506849315
544,8827.191780821919,6404.691780821917
545,9665.27397260274,7012.773972602739
546,9738.150684931506,7065.6506849315065
547,9756.369863013699,7078.869863013698
548,9419.315068493152,6834.315068493151
549,8881.849315068494,6444.349315068493
550,8408.150684931508,6100.6506849315065
551,7898.013698630138,5730.513698630137
552,7478.972602739726,5426.4726027397255
553,7324.109589041097,5314.109589041096
554,7278.561643835617,5281.061643835616
555,7333.219178082192,5320.719178082192
556,7506.301369863014,5446.301369863013
557,8007.328767123288,5809.828767123287
558,9136.917808219177,6629.417808219177
559,10248.287671232878,7435.787671232876
560,10895.068493150686,7905.068493150684
561,11159.246575342468,8096.746575342466
562,11113.698630136987,8063.698630136985
563,11204.794520547946,8129.794520547945
564,11286.78082191781,8189.280821917809
565,11295.890410958904,8195.890410958904
566,11086.3698630137,8043.869863013699
567,11022.602739726028,7997.602739726027
568,11487.191780821917,8334.691780821917
569,12015.54794520548,8718.047945205479
570,11869.794520547945,8612.294520547945
571,11724.04109589041,8506.54109589041
572,11314.109589041096,8209.109589041096
573,10594.452054794521,7686.95205479452
574,9628.835616438357,6986.335616438355
575,8909.178082191782,6464.17808219178
576,8453.698630136987,6133.698630136986
577,8125.753424657535,5895.753424657534
578,7989.109589041096,5796.609589041095
579,8025.54794520548,5823.047945205479
580,8171.301369863015,5928.801369863014
581,8553.90410958904,6206.404109589041
582,9565.068493150686,6940.068493150685
583,10494.246575342466,7614.246575342465
584,10958.835616438357,7951.335616438356
585,11113.698630136987,8063.698630136985
586,11068.150684931508,8030.6506849315065
587,11177.46575342466,8109.965753424658
588,11277.671232876713,8182.671232876712
589,11286.78082191781,8189.280821917809
590,11131.91780821918,8076.9178082191775
591,11049.931506849316,8017.431506849315
592,11550.95890410959,8380.958904109588
593,12024.657534246577,8724.657534246575
594,11888.013698630137,8625.513698630137
595,11751.3698630137,8526.369863013699
596,11377.876712328769,8255.376712328767
597,10558.013698630139,7660.513698630137
598,9710.82191780822,7045.821917808219
599,8972.945205479453,6510.445205479452
600,8408.150684931508,6100.6506849315065
601,8098.424657534247,5875.924657534247
602,7980.000000000001,5790.0
603,7998.219178082192,5803.219178082191
604,8116.643835616439,5889.143835616438
605,8462.808219178083,6140.308219178082
606,9437.534246575344,6847.534246575342
607,10366.712328767124,7521.712328767122
608,10849.520547945207,7872.020547945205
609,10977.054794520549,7964.554794520548
610,10885.95890410959,7898.458904109589
611,10949.72602739726,7944.72602739726
612,10895.068493150686,7905.068493150684
613,10876.849315068494,7891.849315068493
614,10594.452054794521,7686.95205479452
615,10457.808219178081,7587.808219178081
616,10940.616438356166,7938.1164383561645
617,11632.945205479451,8440.445205479451
618,11532.739726027397,8367.739726027397
619,11359.657534246577,8242.157534246575
620,10958.835616438357,7951.335616438356
621,10129.863013698632,7349.86301369863
622,9136.917808219177,6629.417808219177
623,8362.602739726028,6067.602739726028
624,7715.821917808219,5598.321917808219
625,7296.780821917809,5294.280821917808
626,7123.698630136987,5168.698630136986
627,7087.2602739726035,5142.260273972603
628,7005.27397260274,5082.773972602739
629,6996.164383561644,5076.164383561643
630,6804.86301369863,4937.363013698629
631,6959.726027397261,5049.72602739726
632,7333.219178082192,5320.719178082192
633,7488.082191780822,5433.082191780822
634,7515.41095890411,5452.910958904109
635,7396.986301369864,5366.986301369863
636,7369.657534246577,5347.157534246576
637,7460.753424657534,5413.253424657533
638,7342.328767123288,5327.328767123287
639,7333.219178082192,5320.719178082192
640,7925.342465753425,5750.342465753424
641,8453.698630136987,6133.698630136986
642,8553.90410958904,6206.404109589041
643,8590.342465753425,6232.842465753424
644,8408.150684931508,6100.6506849315065
645,8061.986301369863,5849.486301369862
646,7688.493150684932,5578.493150684931
647,7141.917808219178,5181.917808219178
648,6713.767123287672,4871.267123287671
649,6449.58904109589,4679.58904109589
650,6340.273972602739,4600.273972602739
651,6358.493150684932,4613.493150684931
652,6486.0273972602745,4706.027397260274
653,6850.41095890411,4970.410958904109
654,7597.397260273972,5512.397260273972
655,8371.712328767124,6074.212328767123
656,9027.602739726028,6550.102739726027
657,9373.767123287671,6801.26712328767
658,9382.876712328767,6807.876712328767
659,9464.86301369863,6867.363013698629
660,9574.17808219178,6946.67808219178
661,9674.383561643837,7019.3835616438355
662,9583.287671232878,6953.287671232876
663,9492.191780821919,6887.191780821918
664,9965.890410958906,7230.890410958904
665,10421.369863013699,7561.369863013698
666,10321.164383561645,7488.664383561643
667,10275.616438356165,7455.616438356164
668,9874.794520547946,7164.7945205479455
669,9237.123287671233,6702.123287671233
670,8626.780821917808,6259.280821917808
671,8016.4383561643845,5816.438356164384
