node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,Rybnik B5,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,584.0,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-01-21,2025-01-21 22:13:45.409,2025-01-21 21:13:45.409
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Dolna Odra B5, Dolna Odra B6, Dolna Odra B7, Dolna Odra B8",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,BGP Włocławek,,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,Rybnik B5,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12",,,,954.0,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,1.0,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Ostrołęka B B01, Ostrołęka B B02",,,2.0,,,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-01-22,2025-01-22 23:28:05.341,2025-01-22 22:28:05.341
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,Rybnik B5,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,155.0,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Solina H3, Solina H4",,0.0,0.0,0.0,0.0,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,434.0,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,185.0,,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-23,2025-01-23 22:13:15.366,2025-01-23 21:13:15.366
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,Jaworzno 3 B3,,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08",,,,976.0,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Solina H3, Solina H4",,0.0,0.0,0.0,0.0,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,Gryfino Blok 10,,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,,2448.0,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2719.0,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Bełchatów B02, Bełchatów B04",,,,440.0,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-24,2025-01-24 23:04:35.378,2025-01-24 22:04:35.378
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,150.0,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Łagisza B10,,,1.0,,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,1719.0,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Bełchatów B04,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Bełchatów B03,,,,183.0,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Bełchatów B02,,,,221.0,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Bełchatów B05,,,,183.0,,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,Bełchatów B04,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-25,2025-01-25 22:54:55.338,2025-01-25 21:54:55.338
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,172.0,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2219.0,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,Bełchatów B04,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2469.0,,,,,,,,,2025-01-26,2025-01-26 22:16:40.450,2025-01-26 21:16:40.450
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Opole B1, Opole B2",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,3.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-27,2025-01-27 22:15:05.265,2025-01-27 21:15:05.265
