node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,2.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,3.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Łaziska 3 B09, Łaziska 3 B10",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Bełchatów B02, Bełchatów B05",,,,439.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,334.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,ESP Żarnowiec H3,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Turów B01, Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,3.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B7",,,,500.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Kozienice 2 B09, Kozienice 2 B11",,,,1200.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Kozienice 2 B09, Kozienice 2 B11",,,,1300.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Kozienice 2 B09, Kozienice 2 B11",,,,1200.0,,,,,,,,,2025-01-08,2025-01-08 23:15:00.341,2025-01-08 22:15:00.341
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,2.0,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,3.0,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Łaziska 3 B09, Łaziska 3 B10",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,3119.0,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2719.0,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Bełchatów B02, Bełchatów B05",,,,489.0,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2519.0,,,,,,,,,2025-01-09,2025-01-09 22:14:35.542,2025-01-09 21:14:35.542
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,2.0,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,3.0,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Łaziska 3 B09, Łaziska 3 B10",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,1819.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,742.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,1819.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2919.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Bełchatów B02, Bełchatów B05",,,,439.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-01-10,2025-01-10 22:19:30.518,2025-01-10 21:19:30.518
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,3.0,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,2.0,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2719.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,Bełchatów B05,,,,183.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,334.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,135.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,135.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,3019.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,135.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,334.0,,,,,,,,,2025-01-11,2025-01-11 22:34:10.480,2025-01-11 21:34:10.480
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,Jaworzno 2  B7,,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Ostrołęka B B01, Ostrołęka B B02",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,2.0,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Porąbka Żar H1, Porąbka Żar H2, Porąbka Żar H3, Porąbka Żar H4",,,,,3.0,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Łaziska 3 B11, Łaziska 3 B12",,,1.0,,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2519.0,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,Bełchatów B05,,0.0,0.0,0.0,0.0,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2719.0,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,534.0,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-01-12,2025-01-12 22:13:15.451,2025-01-12 21:13:15.451
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-01-13,2025-01-13 22:24:40.386,2025-01-13 21:24:40.386
