dtime_utc,period_utc,dtime,period,business_date,publication_ts,publication_ts_utc,jg,pv,wi,demand,jga,jgm,jgo,jgm1,jgm2,jgw1,jgw2,jgz1,jgz2,jgz3,jnwrb,swm_p,swm_np
2025-02-01 00:00:00,23:45 - 24:00,2025-02-01 01:00:00,00:45 - 01:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11431.255,0.0,4105.762,16274.153,,-222.324,,0.0,,11431.255,,,,,8818.193,-4206.966,465.296
2025-02-01 00:15:00,00:00 - 00:15,2025-02-01 01:15:00,01:00 - 01:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11437.325,0.0,4094.573,16437.533,,-285.707,,0.0,,11437.325,,,,,8790.24,-4065.553,571.629
2025-02-01 00:30:00,00:15 - 00:30,2025-02-01 01:30:00,01:15 - 01:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11348.854,0.0,4063.242,16095.295,,-285.667,,0.0,,11348.854,,,,,8760.742,-4298.534,573.299
2025-02-01 00:45:00,00:30 - 00:45,2025-02-01 01:45:00,01:30 - 01:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11361.732,0.0,3972.921,16114.238,,-285.707,,0.0,,11361.732,,,,,8665.161,-4194.684,574.035
2025-02-01 01:00:00,00:45 - 01:00,2025-02-01 02:00:00,01:45 - 02:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11300.089,0.0,3892.671,15987.737,,-286.142,,0.0,,11300.089,,,,,8564.046,-4229.116,645.66
2025-02-01 01:15:00,01:00 - 01:15,2025-02-01 02:15:00,02:00 - 02:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11075.22,0.0,3885.053,15756.476,,-348.914,,0.0,,11075.22,,,,,8532.972,-4123.424,626.823
2025-02-01 01:30:00,01:15 - 01:30,2025-02-01 02:30:00,02:15 - 02:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11064.236,0.0,3805.487,15772.295,,-348.68,,0.0,,11064.236,,,,,8454.421,-4019.576,628.594
2025-02-01 01:45:00,01:30 - 01:45,2025-02-01 02:45:00,02:30 - 02:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11067.994,0.0,3843.262,15811.807,,-349.429,,0.0,,11067.994,,,,,8506.0,-4027.613,626.856
2025-02-01 02:00:00,01:45 - 02:00,2025-02-01 03:00:00,02:45 - 03:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10955.658,0.0,3946.909,15772.171,,-348.714,,0.0,,10955.658,,,,,8583.832,-4121.666,713.061
2025-02-01 02:15:00,02:00 - 02:15,2025-02-01 03:15:00,03:00 - 03:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10703.466,0.0,3896.556,15942.911,,-349.357,,0.0,,10703.466,,,,,8495.247,-3623.568,735.922
2025-02-01 02:30:00,02:15 - 02:30,2025-02-01 03:30:00,03:15 - 03:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10636.98,0.0,3830.244,15778.476,,-348.581,,0.0,,10636.98,,,,,8432.637,-3671.718,735.358
2025-02-01 02:45:00,02:30 - 02:45,2025-02-01 03:45:00,03:30 - 03:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10752.243,0.0,3595.327,15520.572,,-348.067,,0.0,,10752.243,,,,,8181.323,-3796.252,736.026
2025-02-01 03:00:00,02:45 - 03:00,2025-02-01 04:00:00,03:45 - 04:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10764.803,0.0,3526.944,15674.56,,-348.186,,0.0,,10764.803,,,,,8109.429,-3592.783,744.096
2025-02-01 03:15:00,03:00 - 03:15,2025-02-01 04:15:00,04:00 - 04:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10724.698,0.0,3540.202,15589.518,,-349.046,,0.0,,10724.698,,,,,8130.561,-3643.221,741.126
2025-02-01 03:30:00,03:15 - 03:30,2025-02-01 04:30:00,04:15 - 04:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,10961.235,0.0,3503.51,15890.657,,-347.913,,0.0,,10961.235,,,,,8091.207,-3543.726,730.854
2025-02-01 03:45:00,03:30 - 03:45,2025-02-01 04:45:00,04:30 - 04:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11056.555,0.0,3366.83,15825.562,,-347.745,,0.0,,11056.555,,,,,7948.983,-3569.184,731.654
2025-02-01 04:00:00,03:45 - 04:00,2025-02-01 05:00:00,04:45 - 05:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11160.926,0.0,3362.022,15949.446,,-348.222,,0.0,,11160.926,,,,,7970.095,-3550.108,731.254
2025-02-01 04:15:00,04:00 - 04:15,2025-02-01 05:15:00,05:00 - 05:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11157.554,0.0,3328.465,15854.977,,-347.592,,0.0,,11157.554,,,,,7961.073,-3627.613,710.154
2025-02-01 04:30:00,04:15 - 04:30,2025-02-01 05:30:00,05:15 - 05:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11360.314,0.0,3216.387,16053.914,,-347.905,,0.0,,11360.314,,,,,7854.857,-3522.106,710.254
2025-02-01 04:45:00,04:30 - 04:45,2025-02-01 05:45:00,05:30 - 05:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11580.858,0.0,3109.11,16097.365,,-347.703,,0.0,,11580.858,,,,,7758.248,-3605.028,711.49
2025-02-01 05:00:00,04:45 - 05:00,2025-02-01 06:00:00,05:45 - 06:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11685.624,0.0,3086.701,16323.2,,-348.057,,0.0,,11685.624,,,,,7714.698,-3455.424,737.26
2025-02-01 05:15:00,05:00 - 05:15,2025-02-01 06:15:00,06:00 - 06:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11945.923,0.0,3015.064,16669.62,,-221.714,,0.0,,11945.923,,,,,7657.881,-3451.265,729.194
2025-02-01 05:30:00,05:15 - 05:30,2025-02-01 06:30:00,06:15 - 06:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12061.174,0.0,2942.784,16933.385,,-15.026,,0.0,,12061.174,,,,,7585.702,-3441.19,728.926
2025-02-01 05:45:00,05:30 - 05:45,2025-02-01 06:45:00,06:30 - 06:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12524.913,0.0,2822.379,17125.35,,-15.484,,0.0,,12524.913,,,,,7400.837,-3531.0,733.184
2025-02-01 06:00:00,05:45 - 06:00,2025-02-01 07:00:00,06:45 - 07:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12848.546,0.0,2595.225,17357.158,,-15.522,,20.73,,12827.816,,,,,7167.818,-3395.169,758.286
2025-02-01 06:15:00,06:00 - 06:15,2025-02-01 07:15:00,07:00 - 07:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13074.556,11.387,2514.963,17506.451,,-15.484,,30.82,,13043.736,,,,,7147.005,-3465.505,767.98
2025-02-01 06:30:00,06:15 - 06:30,2025-02-01 07:30:00,07:15 - 07:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13408.645,28.218,2410.962,17792.506,,-15.484,,30.86,,13377.785,,,,,7051.045,-3413.716,767.916
2025-02-01 06:45:00,06:30 - 06:45,2025-02-01 07:45:00,07:30 - 07:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13670.212,107.229,2349.969,18005.057,,-15.332,,30.84,,13639.372,,,,,7103.938,-3524.738,763.376
2025-02-01 07:00:00,06:45 - 07:00,2025-02-01 08:00:00,07:45 - 08:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13786.375,195.108,2377.13,18323.979,,-15.484,,41.01,,13745.365,,,,,7203.096,-3435.482,800.973
2025-02-01 07:15:00,07:00 - 07:15,2025-02-01 08:15:00,08:00 - 08:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13732.307,321.749,2360.192,18663.73,,-19.272,,20.72,,13711.587,,,,,7299.67,-3164.977,800.203
2025-02-01 07:30:00,07:15 - 07:30,2025-02-01 08:30:00,08:15 - 08:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13823.525,499.978,2268.63,19026.467,,-18.7,,30.77,,13792.755,,,,,7388.253,-2970.811,799.599
2025-02-01 07:45:00,07:30 - 07:45,2025-02-01 08:45:00,08:30 - 08:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13813.053,662.319,2142.8,19258.87,,-148.542,,30.84,,13782.213,,,,,7415.154,-2618.791,797.995
2025-02-01 08:00:00,07:45 - 08:00,2025-02-01 09:00:00,08:45 - 09:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13998.474,849.878,2110.549,19613.746,,-148.247,,30.83,,13967.644,,,,,7581.409,-2673.186,820.396
2025-02-01 08:15:00,08:00 - 08:15,2025-02-01 09:15:00,09:00 - 09:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13708.086,1035.765,2043.575,19525.47,,-149.414,,61.364,,13646.722,,,,,7685.263,-2573.16,856.497
2025-02-01 08:30:00,08:15 - 08:30,2025-02-01 09:30:00,09:15 - 09:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13719.623,1174.094,1913.237,19698.621,,-149.123,,61.492,,13658.131,,,,,7705.218,-2431.76,858.265
2025-02-01 08:45:00,08:30 - 08:45,2025-02-01 09:45:00,09:30 - 09:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13758.599,1337.658,1873.616,19901.684,,-12.738,,61.235,,13697.365,,,,,7835.601,-2527.313,856.533
2025-02-01 09:00:00,08:45 - 09:00,2025-02-01 10:00:00,09:45 - 10:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13607.214,1634.844,1785.246,19786.648,,-12.89,,76.049,,13531.165,,,,,8000.169,-2654.577,856.332
2025-02-01 09:15:00,09:00 - 09:15,2025-02-01 10:15:00,10:00 - 10:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12821.213,1858.854,1784.649,19940.027,,-13.005,,90.16,,12731.053,,,,,8218.11,-1924.918,855.527
2025-02-01 09:30:00,09:15 - 09:30,2025-02-01 10:30:00,10:15 - 10:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12506.292,2163.847,1744.653,20213.117,,-12.394,,0.0,,12506.292,,,,,8498.883,-1646.861,858.098
2025-02-01 09:45:00,09:30 - 09:45,2025-02-01 10:45:00,10:30 - 10:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12471.851,2280.652,1744.422,20224.766,,-12.738,,0.0,,12471.851,,,,,8610.86,-1694.971,858.962
2025-02-01 10:00:00,09:45 - 10:00,2025-02-01 11:00:00,10:45 - 11:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12367.368,2707.537,1757.644,20635.678,,-12.127,,0.0,,12367.368,,,,,9047.761,-1597.224,831.8
2025-02-01 10:15:00,10:00 - 10:15,2025-02-01 11:15:00,11:00 - 11:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11915.575,2559.449,1754.011,20439.28,,-13.124,,0.0,,11915.575,,,,,8857.704,-1088.906,779.731
2025-02-01 10:30:00,10:15 - 10:30,2025-02-01 11:30:00,11:15 - 11:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11680.331,2785.544,1862.214,20401.16,,-43.833,,0.0,,11680.331,,,,,9209.18,-1195.879,776.661
2025-02-01 10:45:00,10:30 - 10:45,2025-02-01 11:45:00,11:30 - 11:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11449.413,2568.989,1819.378,20212.418,,-43.571,,0.0,,11449.413,,,,,8972.955,-941.517,780.637
2025-02-01 11:00:00,10:45 - 11:00,2025-02-01 12:00:00,11:45 - 12:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11511.563,2613.57,1933.149,20314.498,,-43.775,,0.0,,11511.563,,,,,9134.785,-1104.314,818.04
2025-02-01 11:15:00,11:00 - 11:15,2025-02-01 12:15:00,12:00 - 12:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11336.503,2531.367,1959.17,20188.193,,-43.293,,0.0,,11336.503,,,,,9010.76,-925.481,820.704
2025-02-01 11:30:00,11:15 - 11:30,2025-02-01 12:30:00,12:15 - 12:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11338.107,2333.604,1899.005,20091.527,,-43.261,,0.0,,11338.107,,,,,8758.53,-781.79,819.94
2025-02-01 11:45:00,11:30 - 11:45,2025-02-01 12:45:00,12:30 - 12:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11305.229,2272.088,1886.479,20156.83,,-43.9,,0.0,,11305.229,,,,,8688.269,-593.941,820.073
2025-02-01 12:00:00,11:45 - 12:00,2025-02-01 13:00:00,12:45 - 13:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11626.06,2372.092,1900.149,20386.94,,-43.157,,0.0,,11626.06,,,,,8839.243,-844.742,813.836
2025-02-01 12:15:00,12:00 - 12:15,2025-02-01 13:15:00,13:00 - 13:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11893.518,2022.23,1911.635,20358.424,,-42.947,,0.0,,11893.518,,,,,8529.46,-844.377,813.569
2025-02-01 12:30:00,12:15 - 12:30,2025-02-01 13:30:00,13:15 - 13:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12232.318,2002.543,1844.528,20335.871,,-39.354,,0.0,,12232.318,,,,,8444.129,-1110.9,813.979
2025-02-01 12:45:00,12:30 - 12:45,2025-02-01 13:45:00,13:30 - 13:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12379.462,1880.187,1778.054,20371.256,,-39.566,,0.0,,12379.462,,,,,8240.321,-1024.939,814.778
2025-02-01 13:00:00,12:45 - 13:00,2025-02-01 14:00:00,13:45 - 14:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12045.767,1626.791,1798.352,20004.906,,-39.207,,0.0,,12045.767,,,,,8014.811,-734.876,732.31
2025-02-01 13:15:00,13:00 - 13:15,2025-02-01 14:15:00,14:00 - 14:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11020.08,1461.915,1760.309,19933.033,,-39.377,,0.0,,11020.08,,,,,7790.29,437.803,720.037
2025-02-01 13:30:00,13:15 - 13:30,2025-02-01 14:30:00,14:15 - 14:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11334.662,1279.906,1777.606,20044.566,,-39.284,,0.0,,11334.662,,,,,7635.252,373.463,720.573
2025-02-01 13:45:00,13:30 - 13:45,2025-02-01 14:45:00,14:30 - 14:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11693.121,1045.215,1605.96,19893.064,,-39.253,,0.0,,11693.121,,,,,7239.983,282.942,719.873
2025-02-01 14:00:00,13:45 - 14:00,2025-02-01 15:00:00,14:45 - 15:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,11777.576,886.451,1459.705,19549.404,,-39.609,,0.0,,11777.576,,,,,6956.451,117.415,771.271
2025-02-01 14:15:00,14:00 - 14:15,2025-02-01 15:15:00,15:00 - 15:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12093.239,731.187,1379.305,19753.035,,-39.566,,0.0,,12093.239,,,,,6794.986,131.51,783.567
2025-02-01 14:30:00,14:15 - 14:30,2025-02-01 15:30:00,15:15 - 15:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12605.925,584.801,1340.472,19732.582,,-8.034,,0.0,,12605.925,,,,,6611.389,-278.561,782.865
2025-02-01 14:45:00,14:30 - 14:45,2025-02-01 15:45:00,15:30 - 15:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12897.721,456.918,1291.342,19741.451,,-8.606,,0.0,,12897.721,,,,,6440.837,-382.128,781.128
2025-02-01 15:00:00,14:45 - 15:00,2025-02-01 16:00:00,15:45 - 16:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13539.386,271.574,1219.694,19778.139,,-8.301,,0.0,,13539.386,,,,,6204.118,-735.728,792.963
2025-02-01 15:15:00,15:00 - 15:15,2025-02-01 16:15:00,16:00 - 16:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14034.408,186.257,1238.878,19902.588,,-4.246,,201.379,,13833.029,,,,,6149.824,-1103.996,807.997
2025-02-01 15:30:00,15:15 - 15:30,2025-02-01 16:30:00,16:15 - 16:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14029.829,108.943,1282.295,19946.14,,-4.398,,201.861,,13827.969,,,,,6102.877,-998.135,810.567
2025-02-01 15:45:00,15:30 - 15:45,2025-02-01 16:45:00,16:30 - 16:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14216.377,96.591,1291.711,20189.62,,-4.093,,202.79,,14013.587,,,,,6106.563,-949.527,808.1
2025-02-01 16:00:00,15:45 - 16:00,2025-02-01 17:00:00,16:45 - 17:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14442.237,0.0,1249.881,20385.967,,-4.246,,297.128,,14145.11,,,,,5982.972,-817.664,812.867
2025-02-01 16:15:00,16:00 - 16:15,2025-02-01 17:15:00,17:00 - 17:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14591.553,0.0,1260.78,20475.799,,-4.246,,418.071,,14173.482,,,,,6123.434,-1101.535,856.093
2025-02-01 16:30:00,16:15 - 16:30,2025-02-01 17:30:00,17:15 - 17:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14583.113,0.0,1263.38,20408.662,,-4.398,,402.393,,14180.721,,,,,6118.57,-1139.817,854.894
2025-02-01 16:45:00,16:30 - 16:45,2025-02-01 17:45:00,17:30 - 17:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14506.231,0.0,1292.23,20469.031,,-4.093,,401.572,,14104.659,,,,,6154.994,-1052.097,855.396
2025-02-01 17:00:00,16:45 - 17:00,2025-02-01 18:00:00,17:45 - 18:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14353.129,0.0,1314.35,20332.676,,-4.246,,403.239,,13949.89,,,,,6172.319,-1038.593,846.367
2025-02-01 17:15:00,17:00 - 17:15,2025-02-01 18:15:00,18:00 - 18:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14692.231,0.0,1306.641,20264.701,,-4.246,,421.983,,14270.248,,,,,6165.452,-1416.531,842.495
2025-02-01 17:30:00,17:15 - 17:30,2025-02-01 18:30:00,18:15 - 18:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14360.272,0.0,1263.872,20241.035,,-4.246,,401.485,,13958.788,,,,,6123.007,-1072.993,842.295
2025-02-01 17:45:00,17:30 - 17:45,2025-02-01 18:45:00,18:30 - 18:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14274.234,0.0,1229.564,20179.375,,-4.246,,401.348,,13872.885,,,,,6090.306,-1024.751,845.633
2025-02-01 18:00:00,17:45 - 18:00,2025-02-01 19:00:00,18:45 - 19:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14312.059,0.0,1231.71,20156.809,,-4.093,,401.861,,13910.198,,,,,6095.134,-1089.726,832.534
2025-02-01 18:15:00,18:00 - 18:15,2025-02-01 19:15:00,19:00 - 19:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14898.986,0.0,1219.69,19953.14,,-4.246,,432.873,,14466.113,,,,,6031.584,-1762.689,803.406
2025-02-01 18:30:00,18:15 - 18:30,2025-02-01 19:30:00,19:15 - 19:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14771.692,0.0,1221.687,19837.01,,-4.246,,421.469,,14350.224,,,,,6026.999,-1744.868,799.431
2025-02-01 18:45:00,18:30 - 18:45,2025-02-01 19:45:00,19:30 - 19:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14677.805,0.0,1188.171,19844.195,,-4.398,,446.515,,14231.29,,,,,6004.084,-1622.732,802.037
2025-02-01 19:00:00,18:45 - 19:00,2025-02-01 20:00:00,19:45 - 20:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14292.243,0.0,1125.348,19674.96,,-4.246,,378.506,,13913.738,,,,,5945.02,-1354.863,790.906
2025-02-01 19:15:00,19:00 - 19:15,2025-02-01 20:15:00,20:00 - 20:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14298.596,0.0,1073.945,19462.797,,-4.246,,248.312,,14050.283,,,,,5851.605,-1460.462,791.403
2025-02-01 19:30:00,19:15 - 19:30,2025-02-01 20:30:00,20:15 - 20:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14267.521,0.0,1012.939,19318.674,,-4.246,,179.18,,14088.341,,,,,5793.278,-1537.253,792.974
2025-02-01 19:45:00,19:30 - 19:45,2025-02-01 20:45:00,20:30 - 20:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14057.319,0.0,908.287,19186.23,,-4.246,,178.71,,13878.609,,,,,5671.316,-1329.834,793.376
2025-02-01 20:00:00,19:45 - 20:00,2025-02-01 21:00:00,20:45 - 21:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13958.428,0.0,833.081,18841.889,,-4.246,,162.9,,13795.528,,,,,5604.282,-1495.425,770.35
2025-02-01 20:15:00,20:00 - 20:15,2025-02-01 21:15:00,21:00 - 21:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14147.279,0.0,802.295,18526.598,,-8.606,,0.0,,14147.279,,,,,5513.498,-1820.365,708.191
2025-02-01 20:30:00,20:15 - 20:30,2025-02-01 21:30:00,21:15 - 21:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14007.359,0.0,783.768,18242.156,,-8.682,,0.0,,14007.359,,,,,5493.045,-1940.887,707.822
2025-02-01 20:45:00,20:30 - 20:45,2025-02-01 21:45:00,21:30 - 21:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13775.308,0.0,757.738,18061.037,,-8.759,,0.0,,13775.308,,,,,5461.333,-1870.508,711.263
2025-02-01 21:00:00,20:45 - 21:00,2025-02-01 22:00:00,21:45 - 22:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13614.337,0.0,757.299,17676.148,,-8.911,,0.0,,13614.337,,,,,5452.283,-2134.814,775.754
2025-02-01 21:15:00,21:00 - 21:15,2025-02-01 22:15:00,22:00 - 22:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14696.23,0.0,712.845,17709.871,,-8.759,,0.0,,14696.23,,,,,5395.92,-3212.379,857.06
2025-02-01 21:30:00,21:15 - 21:30,2025-02-01 22:30:00,22:15 - 22:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14303.894,0.0,661.269,17262.762,,-8.759,,0.0,,14303.894,,,,,5348.4,-3233.995,854.222
2025-02-01 21:45:00,21:30 - 21:45,2025-02-01 22:45:00,22:30 - 22:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,14100.22,0.0,648.391,17146.635,,-8.606,,0.0,,14100.22,,,,,5324.174,-3108.375,853.721
2025-02-01 22:00:00,21:45 - 22:00,2025-02-01 23:00:00,22:45 - 23:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13584.261,0.0,659.872,16924.562,,-8.759,,0.0,,13584.261,,,,,5354.134,-2835.933,831.86
2025-02-01 22:15:00,22:00 - 22:15,2025-02-01 23:15:00,23:00 - 23:15,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,13136.266,0.0,647.022,16580.346,,-9.293,,0.0,,13136.266,,,,,5325.332,-2676.648,819.688
2025-02-01 22:30:00,22:15 - 22:30,2025-02-01 23:30:00,23:15 - 23:30,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12796.016,0.0,638.572,16382.334,,-9.064,,0.0,,12796.016,,,,,5315.57,-2540.681,821.494
2025-02-01 22:45:00,22:30 - 22:45,2025-02-01 23:45:00,23:30 - 23:45,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12731.163,0.0,633.307,15893.753,,-215.599,,0.0,,12731.163,,,,,5308.823,-2757.169,824.134
2025-02-01 23:00:00,22:45 - 23:00,2025-02-02 00:00:00,23:45 - 24:00,2025-02-01,2026-01-18 02:27:15.804,2026-01-18 01:27:15.804,12583.034,0.0,626.504,15744.162,,-218.727,,0.0,,12583.034,,,,,5293.485,-2741.104,832.274
2025-02-01 23:15:00,23:00 - 23:15,2025-02-02 00:15:00,00:00 - 00:15,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12362.259,0.0,621.324,15417.392,,-217.163,,0.0,,12362.259,,,,,5290.425,-2879.199,844.769
2025-02-01 23:30:00,23:15 - 23:30,2025-02-02 00:30:00,00:15 - 00:30,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12162.299,0.0,635.799,15424.109,,-218.536,,0.0,,12162.299,,,,,5305.865,-2670.554,845.036
2025-02-01 23:45:00,23:30 - 23:45,2025-02-02 00:45:00,00:30 - 00:45,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12067.263,0.0,622.613,15242.975,,-224.079,,0.0,,12067.263,,,,,5295.133,-2748.214,846.371
2025-02-02 00:00:00,23:45 - 24:00,2025-02-02 01:00:00,00:45 - 01:00,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,11927.743,0.0,653.677,15040.67,,-224.422,,0.0,,11927.743,,,,,5327.504,-2742.796,760.841
2025-02-02 00:15:00,00:00 - 00:15,2025-02-02 01:15:00,01:00 - 01:15,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12211.297,0.0,653.673,14991.944,,-224.804,,0.0,,12211.297,,,,,5317.317,-2945.073,640.907
2025-02-02 00:30:00,00:15 - 00:30,2025-02-02 01:30:00,01:15 - 01:30,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12006.327,0.0,595.846,14701.253,,-224.193,,0.0,,12006.327,,,,,5262.234,-2987.226,641.411
2025-02-02 00:45:00,00:30 - 00:45,2025-02-02 01:45:00,01:30 - 01:45,2025-02-02,2026-01-18 02:27:20.663,2026-01-18 01:27:20.663,12017.853,0.0,581.768,14565.454,,-224.537,,0.0,,12017.853,,,,,5230.862,-3092.737,642.413
